Course Name,Address,Access,Year Built,Rating,Number of Reviews,Pct Recommend
Red/Gold at Rothland Golf Course,"12089 Clarence Center Road, Akron, New York 14001",Public,1969,1.5,2 reviews,0%
Red/White at Rothland Golf Course,"12089 Clarence Center Road, Akron, New York 14001",Public,1987,1.5,2 reviews,0%
The Links at Ivy Ridge,"12221 Main Rd, Akron, NY 14001, Erie County",Public,2005,5,5 out of 5 reviews,100.00%
Pap Pap Par 3 Golf Course,"3431 Gaines Basin Rd, Albion, New York 14411, Orleans County",Public,1963,,,0%
Ricci Meadows Golf Course,"1939 Oak Orchard Rd, Albion, NY 14411, Orleans County",Public,1963,,,0%
Kis-N-Greens Golf Course,"13822 N Rd, Alden, NY 14004, Erie County",Public,1995,2,1 reviews,0%
Alder Creek Golf Course,"11333 Route 12, Alder Creek, NY 13301, United States",Public/Resort,1977,,,0%
Alexandria Bay Golf Course,"Goose Bay Rd, Alexandria Bay, NY 13607, Jefferson County",Municipal,1960,,,0%
Birch Run Golf Course,"4130 Birch Run Rd, Allegany, NY 14706, Cattaraugus County",Public,1954,,,0%
St. Bonaventure Golf Club,"RR 417, St. Bonaventure, NY 14778",Public,1929,5,1 out of 1 reviews,100.00%
Orchard Creek Public Golf Club,"6700 Dunnsville Rd, Altamont, NY 12009, Albany County",Public,1999,5,3 out of 3 reviews,100.00%
South Fork Country Club,"730 Old Stone Highway, Amagansett, NY 11930, Suffolk County",Private,1959,,,0%
Silo Ridge Field Club,"5021 Route 44, Amenia, NY 12501",Private,1992,,,0%
Audubon at Amherst Audubon Golf Course,"500 Maple Rd, Amherst, NY 14221, Erie County",Public/Municipal,1942,4.7,2 out of 3 reviews,91.70%
Grover Cleveland Golf Course,"3781 Main St, Amherst, NY 14226, Erie County",Municipal,1902,,,0%
Oakwood Golf Course,"3575 Tonawanda Creek Rd, Amherst, NY 14228, Erie County",Public/Municipal,1936,1,1 reviews,0%
Par Three Course at Amherst Audubon Golf Course,"475 Maple Rd, Amherst, NY 14221, Erie County",Public/Municipal,1963,4.7,2 out of 3 reviews,91.70%
Amsterdam Municipal Golf Course,"158 Upper Van Dyke Ave, Amsterdam, NY 12010, Montgomery County",Municipal,1938,3.6,14 out of 17 reviews,82.40%
Grandview Golf Course,"444 Central Ave, Angola, NY 14006, Erie County",Public,1921,,,0%
Apalachin Golf Course,"607 S Apalachin Rd, Apalachin, NY 13732, Tioga County",Public,1964,3.7,3 out of 3 reviews,100.00%
The Links at Hiawatha Landing,"2350 Marshland Rd, Apalachin, New York 13732, Tioga County",Public,1994,4.2,76 out of 80 reviews,92.80%
Spruce Ridge Golf Course,"798 Genesee Rd, Arcade, NY 14009, Wyoming County",Public,2004,2,1 reviews,0%
Turkey Run Golf Course,"11836 Bixby Hill Rd, Arcade, NY 14009, Cattaraugus County",Public,1987,5,1 out of 1 reviews,100.00%
Ardsley Country Club,"N Mountain Dr, Ardsley On Hudson, New York 10522, Westchester County",Private,1895,5,1 out of 1 reviews,100.00%
Brynwood Golf & Country Club,"568 Bedford Rd, Armonk, NY 10504, Westchester County",Private,1961,,,0%
Whippoorwill Club,"150 Whippoorwill Rd, Armonk, New York 10504, Westchester County",Private,1925,5,1 out of 1 reviews,100.00%
Timber Creek Golf Course,"1607 Blockville Watts Flats Rd , Ashville, NY 14710",Public,1994,,,0%
Attica Golf Club Inc,"95 Bunnell St, Attica, NY 14011, Wyoming County",Private,1932,3.9,22 out of 22 reviews,100.00%
Quiet Times Golf Course,"2220 Stedman Rd, Attica, NY 14011, Wyoming County",Public,1974,,,0%
AuSable Valley Golf Course,"58 Golf Course Rd, Au Sable Forks, New York 12912, Clinton County",Public,1915,,,0%
Cranebrook Golf Course,"7126 Canoga Rd, Auburn, NY 13021, Cayuga County",Public,1945,,,0%
Highland Park Golf Club,"3068 Franklin Street Rd, Auburn, NY 13021, Cayuga County",Public,1925,,,0%
Lakeview Golf and Country Club,"6642 E Lake Rd, Auburn, NY 13021, Cayuga County",Public,1916,,,0%
Owasco Country Club,"6750 E Lake Rd, Auburn, NY 13021, Cayuga County",Private,1901,,,0%
Wells College Golf Course,"Main Street Rte. #90, Aurora, NY 13026",Public,1930,,,0%
Burden Lake Country Club,"162 Totem Lodge Rd, Averill Park, NY 12018, Rensselaer County",Semi-Private,1927,5,1 out of 1 reviews,100.00%
Farview Golf Club,"2419 Avon Geneseo Rd, Avon, NY 14414, Livingston County",Public,1992,4.8,3 out of 4 reviews,94.40%
Cedar Beach Golf Course,"Cedar Beach Ocean Parkway, Babylon, NY 11702",Municipal,1957,1,1 reviews,0%
Robert Moses Golf Course,"Robert Moses Causeway, Babylon, New York 11702,",Municipal,1970,1,1 reviews,0%
Sumpwams Creek at E. Donald Conroy Golf Course,"75 Cedar St, Babylon, NY 11702, Suffolk County",Municipal,1999,5,1 out of 1 reviews,100.00%
Sundown Golf & Country Club,"129 Hay Path Ln, Bainbridge, NY 13733, Chenango County",Municipal,1970,,,0%
Baiting Hollow Club,"100 Fox Hill Drive, Baiting Hollow, NY 11933, Suffolk County",Private,1964,,,0%
Foxfire at Village Green,"1 Village Blvd N, Baldwinsville, New York 13027, Onondaga County",Public,1974,4.2,2 out of 2 reviews,100.00%
Hickory Hill Golf Club,"3451 State Route 31, Baldwinsville, NY 13027",Public,2004,4,1 out of 1 reviews,100.00%
Ironwood Golf & Country Club,"7439 Canton Street Rd, Baldwinsville, New York 13027, Onondaga County",Public,1965,,,0%
Radisson Greens Golf Course,"8055 Potter Road, Baldwinsville, New York 13027, Onondaga County",Semi-Private,1978,4.6,2 out of 3 reviews,91.70%
Seneca Golf Club,"7360 State Fair Blvd, Baldwinsville, New York 13027, Onondaga County",Public,1907,,,0%
Timber Banks Golf Club & Marina,"8184 River Rd, Baldwinsville, New York 13027, Onondaga County",Semi-Private,2010,3.2,73 out of 76 reviews,40.90%
Ballston Spa Country Club,"Amsterdam Road Route 67 , Ballston Spa, NY 12020",Public,1925,4.9,15 out of 16 reviews,98.10%
Pioneer Hills Golf Course,"3230 Galway Rd, Ballston Spa, NY 12020, Saratoga County",Public,1995,,,0%
Glass Hill Golf Club,"Po Box 72 Dover Rd, Barneveld, New York 13304",Private,1950,,,0%
Batavia Country Club,"7909 Batavia Byron Rd, Batavia, NY 14020, Genesee County",Semi-Private,1962,4.3,70 out of 76 reviews,95.90%
East Course at Terry Hills Golf Course,"5122 Clinton Street Rd, Batavia, NY 14020, Genesee County",Public,1930,3.8,5 out of 5 reviews,100.00%
Meadowbrook Golf Course,"6 Woodland Dr, Batavia, New York 14020, Genesee County",Semi-Private,1996,,,0%
North Course at Terry Hills Golf Course,"5122 Clinton Street Rd, Batavia, NY 14020, Genesee County",Public,1930,3.8,5 out of 5 reviews,100.00%
South Course at Terry Hills Golf Course,"5122 Clinton Street Rd, Batavia, NY 14020, Genesee County",Public,1930,3.8,5 out of 5 reviews,100.00%
Bath Country Club,"330 May St, Bath, NY 14810, Steuben County",Public,1953,4,1 out of 1 reviews,100.00%
Southward Ho Country Club,"601 West Montauk Hwy, Bay Shore, NY 11706, Suffolk County",Private,1923,,,0%
Clearview Park Golf Course,"202-12 Willets Point Blvd, Queens, NY 11360, Queens County",Municipal,1927,2.4,71 out of 143 reviews,31.40%
Southern Dutchess Country Club,"1209 North Ave, Beacon, New York 12508, Dutchess County",Private,1902,,,0%
Circle R Golf Course,"579 State Route 414, Beaver Dams, NY, 14812",Public,1963,,,0%
Bedford Golf Course,"535 Cantitoe Street, Bedford, New York 10506",Private,1891,,,0%
GlenArbor Golf Club,"234 Bedford Center Rd , Bedford Hills, New York 10507, Westchester County",Private,1955,5,1 out of 1 reviews,100.00%
Waterways Golf Resort - East Course,"5920 County Rte 16 , Belfast, NY 14711",Public/Resort,1996,,,0%
Waterways Golf Resort - West Course,"5920 County Rte 16 , Belfast, NY 14711",Public/Resort,1963,,,0%
Bellport Country Club,"20 S Country Rd, Bellport, New York 11713, Suffolk County",Municipal,1899,4,1 out of 1 reviews,100.00%
Bemus Point Golf Course,"72 Main St, Bemus Point, NY 14712, Chautauqua County",Public,1893,,,0%
Grandview Farms Golf Course,"400 Hartwell Rd , Berkshire, NY 13736-2623",Public,1990,,,0%
Bitter Creek at Willowcreek Golf Club,"3069 State Route 352, Big Flats, NY 14814",Public,1973,,,0%
Pines at Willowcreek Golf Club,"3069 State Route 352, Big Flats, NY 14814",Public,1973,,,0%
Willows at Willowcreek Golf Club,"3069 State Route 352, Big Flats, NY 14814",Public,1973,,,0%
Chenango Commons Golf Course,"1 Kattelville Rd, Binghamton, New York 13901, Broome County",Public,1972,,,0%
Dimmock Hill Golf Course,"638 Dimmock Hill Rd, Binghamton, NY 13905, Broome County",Public,1975,1,1 reviews,0%
Ely Park Muni Golf Course,"67 Ridge Rd, Binghamton, NY 13905, Broome County",Municipal,1933,3,1 out of 1 reviews,100.00%
Vestal Hills Country Club,"3115 Webb Rd, Binghamton, NY 13903, Broome County",Semi-Private,1957,1,1 reviews,0%
The Bolivar Golf Club,"8212 Halls Crossing Rd, Bolivar, New York 14715, Allegany County",Public,1945,,,0%
Sagamore Resort and Golf Club,"110 Sagamore Road , Bolton Landing, NY 12814, Warren County",Public/Resort,1928,3.8,2 out of 3 reviews,58.30%
Woodgate Pines Golf Club,"2965 Hayes Rd W, Boonville, NY 13309, Oneida County",Public,1928,5,1 out of 1 reviews,100.00%
Harris Hill Golf Center,"5352 Genesee St , Bowmansville, NY 14026",Public,1990,,,0%
Brantingham Golf Club,"Brantingham Rd, Brantingham, NY 13312",Public,1919,,,0%
Brentwood Country Club,"100 Pennsylvania Ave, Brentwood, NY 11717, Suffolk County",Municipal,1925,2.6,7 out of 9 reviews,66.70%
The Greens at Beaumont,"9113 Brewerton Rd, Brewerton, NY 13029, Onondaga County",Public,1952,4,1 out of 1 reviews,100.00%
Morefar Golf Course,"233 Federal Hill Rd, Brewster, NY 10509, Putnam County",Private,1962,5,1 out of 1 reviews,100.00%
Vails Grove Golf Course,"230 Peach Lake Rd, Brewster, NY 10509, Putnam County",Semi-Private,1929,,,0%
Trump National Golf Club,"100 Shadow Tree Lane, Briarcliff Manor, NY 10510",Private,2002,,,0%
Atlantic Golf Club,"1040 Scuttle Hole Road , Bridgehampton, New York 11932, Suffolk County",Private,1992,,,0%
Bridge Golf Course,"1180 Millstone Rd , Bridgehampton, NY 11932, Suffolk County",Private,2002,,,0%
Poxabogue Golf Center,"3556 Montauk Highway, Bridgehampton, New York 11932",Public,1962,3.9,21 out of 22 reviews,99.30%
The Bridgehampton Club,"301 Ocean Road , Bridgehampton, NY 11932",Private,1900,,,0%
Three Ponds Farm,"939 Scuttle Hole Rd, Watermill, New York 11976, Suffolk County",Private,1995,,,0%
East at Rogues Roost Golf & Country Club,"1092 State Route 31 , Bridgeport, NY 13030",Public,1996,4.1,84 out of 86 reviews,93.90%
West at Rogues Roost Golf & Country Club,"1092 State Route 31 , Bridgeport, NY 13030",Public,1966,4.1,45 out of 46 reviews,99.70%
Langbrook Meadows Golf & Country Club,"95 Hamel Rd , Brier Hill, NY 13614",Public,2003,,,0%
East at Deerfield Country Club,"100 Craig Hill Dr, Brockport, NY 14420, Monroe County",Public,1966,4.5,4 out of 5 reviews,96.10%
Holley Brook Golf Course,"3739 County Line Rd, Brockport, NY 14420, Orleans County",Public,1960,3.1,5 out of 7 reviews,71.40%
North at Deerfield Country Club,"100 Craig Hill Dr, Brockport, NY 14420, Monroe County",Public,1966,4.5,4 out of 5 reviews,96.10%
South at Deerfield Country Club,"100 Craig Hill Dr, Brockport, NY 14420, Monroe County",Public,1966,4.5,4 out of 5 reviews,96.10%
Timber Ridge Golf Club,"7061 Ridge Rd W, Brockport, NY 14420, Monroe County",Public,1993,4.9,18 out of 21 reviews,97.50%
Mosholu Golf Course,"3545 Jerome Ave, Bronx, NY 10467, Bronx County",Public,1925,4.4,103 out of 111 reviews,98.50%
Pelham Bay at Pelham/Split Rock Golf Course,"870 Shore Rd, Bronx, New York 10464, Bronx County",Municipal,1901,3,186 out of 273 reviews,61.60%
Split Rock at Pelham/Split Rock Golf Course,"870 Shore Rd, Bronx, New York 10464, Bronx County",Municipal,1898,3,186 out of 273 reviews,61.60%
Trump Golf Links at Ferry Point,"500 Hutchinson River Parkway, Bronx, New York 10465, Bronx County",Public,2015,4.5,42 out of 47 reviews,92.60%
Van Cortlandt Park Golf Course,"115 Van Cortlandt Park S, Bronx, NY 10471, Bronx County",Municipal,1895,3.6,199 out of 251 reviews,84.10%
Siwanoy Country Club,"351 Pondfield Rd, Bronxville, New York 10708, Westchester County",Private,1915,,,0%
Dyker Beach Golf Course,"7th Ave & 86th St, Brooklyn, New York 11228, Brooklyn County",Municipal,1897,3.4,146 out of 198 reviews,74.80%
Marine Park Golf Course,"2880 Flatbush Ave, Brooklyn, NY 11234, Brooklyn County",Municipal,1964,3.8,186 out of 216 reviews,84.60%
Brunswick Greens Golf Course,"1004 Hoosick Rd, Brunswick, NY 12180",Public,1994,2.7,1 out of 2 reviews,83.30%
Highland Greens Golf Course,"1055 State Route 11b , Brushton, NY 12916-5111",Public,1995,,,0%
Dutchaven Golf Course,"3167 NY Route 67 , Buskirk, NY 12028",Public,1963,,,0%
Caledonia Country Club,"303 Park Pl, Caledonia, NY 14423, Livingston County",Private,1963,4.5,28 out of 32 reviews,95.70%
Villa Roma Golf Course,"340 Villa Roma Rd, Callicoon, NY 12723, Sullivan County",Public/Resort,1986,4.1,2 out of 3 reviews,70.60%
Camillus Hills Golf Club,"5690 Bennetts Corners Rd, Camillus, NY 13031, Onondaga County",Public,1962,4.5,107 out of 110 reviews,99.40%
Pine Grove Country Club,"4050 Milton Ave, Camillus, NY 13031, Onondaga County",Public,1960,4.6,9 out of 9 reviews,100.00%
West Hill Country Club,"2500 W Genesee Turnpike, Camillus, NY 13031, Onondaga County",Public,1965,4,1 out of 1 reviews,100.00%
Westvale Golf Course,"100 Golfview Drive , Camillus, NY 13031",Public,1930,3.8,2 out of 2 reviews,100.00%
Otterkill Golf & Country Club,"100 Otter Rd , Campbell Hall, NY 10916",Private,1957,,,0%
Canajoharie Country Club,"154 Golf Club Rd , Canajoharie, NY 13317",Public,1936,4.4,17 out of 17 reviews,100.00%
Bristol Harbour Golf Club,"5410 Seneca Point Rd, Canandaigua, NY 14424",Resort,1972,4.8,71 out of 73 reviews,96.30%
Canandaigua Country Club,"1 Fallbrook Park, Canandaigua, NY 14424, Ontario County",Private,1922,,,0%
CenterPointe Country Club,"2231 Brickyard Rd, Canandaigua, NY 14424, Ontario County",Public,1964,3,1 reviews,0%
Casolwood Golf Course,"4255 Perretta Dr , Canastota, NY 13032",Semi-Private,1972,,,0%
Catatonk Golf Club,"71 Golf Club Rd, Candor, NY 13743, Tioga County",Public,1968,4,1 out of 1 reviews,100.00%
Partridge Run Golf & Country Club,"70 Sullivan Dr, Canton, NY 13617, St Lawrence County",Public,1995,4.5,4 out of 4 reviews,100.00%
St. Lawrence University Golf & Country Club,"100 E Main St, Canton, NY 13617, St Lawrence County",Public,1926,4.5,33 out of 33 reviews,100.00%
Fairways/Meadows at Centennial Golf Club,"185 Simpson Road, Carmel, NY 10512",Public,1998,4.2,183 out of 198 reviews,86.70%
Lakes/Fairways at Centennial Golf Club,"185 Simpson Road, Carmel, NY 10512",Public,1998,4.2,183 out of 198 reviews,86.70%
Lakes/Meadows at Centennial Golf Club,"185 Simpson Road, Carmel, NY 10512",Public,1998,4.2,183 out of 198 reviews,86.70%
The Sedgewood Golf Club,"810 Golf Ridge Rd, Carmel, NY 10512",Private,1928,,,0%
Nick Stoner Golf Course,"1803 State Highway 10 , Caroga Lake, New York 12032, Fulton County",Municipal,1929,,,0%
Cassadaga Country Club,"55 Frisbee Rd, Cassadaga, NY 14718, Chautauqua County",Public,1930,,,0%
Evergreen 1 at Evergreen Country Club,"92 Schuurman Rd , Castleton On Hudson, NY 12033",Semi-Private,1962,,,0%
Evergreen 2 at Evergreen Country Club,"92 Schuurman Rd , Castleton On Hudson, NY 12033",Semi-Private,1985,,,0%
Pheasant Hollow Golf Course,"2670 Phillips Rd , Castleton On Hudson, NY 12033",Public,1974,4,1 out of 1 reviews,100.00%
Hickory Ridge Golf Course,"11181 State Route 34, Cato, NY 13033, Cayuga County",Public,1931,,,0%
Catskill Golf Club,"27 Brooks Ln, Catskill, NY 12414, Greene County",Public,1927,4.3,3 out of 3 reviews,100.00%
Indian Head Golf Course,"Route 5 & 20 , Cayuga, New York 13034",Public,1977,,,0%
Cazenovia Country Club,"3711 Number 9 Rd, Cazenovia, NY 13035, Madison County",Private,1965,5,1 out of 1 reviews,100.00%
Cazenovia Golf Club,"4519 RT-92, Cazenovia, NY 13035, Madison County",Private,1924,5,1 out of 1 reviews,100.00%
Heatherwood Golf Club,"303 Arrowhead Ln, Centereach, NY 11720, Suffolk County",Public,1965,4.3,281 out of 299 reviews,93.50%
Gull Haven Golf Club,"1 Gullhaven Dr, Central Islip, NY 11722, Suffolk County",Municipal,1932,,,0%
Riverside Country Club,"647 CR 37 , Central Square, NY 13036",Public,1967,,,0%
Rose Creek Golf Course,"344 County Route 33, Central Square, NY 13036, Oswego County",Public,1995,,,0%
Falkirk Estate & Country Club,"206 Smith Clove Rd, Central Valley, NY 10917, Orange County",Public,1922,3.5,123 out of 151 reviews,71.70%
Rolling Hills Golf Course,"10739 Olean Rd , Chaffee, NY 14030",Public,1997,5,1 out of 1 reviews,100.00%
Bay Breeze Golf Links,"11390 Cheever Rd, Chaumont, NY 13622, Jefferson County",Public,2000,5,1 out of 1 reviews,100.00%
Chautauqua Golf Club - Hill Course,"4731 W Lake Rd, Chautauqua, NY 14722, Chautauqua County",Public,1994,4.3,29 out of 32 reviews,88.70%
Chautauqua Golf Club - Lake Course,"4731 W Lake Rd, Chautauqua, NY 14722, Chautauqua County",Public,1924,4.9,34 out of 35 reviews,99.30%
Diamond Hawk Golf Course,"255 Sonwil Dr , Cheektowaga, New York 14225",Public,2006,3.8,4 out of 5 reviews,96.10%
Chenango Valley State Park Golf Course,"153 State Park Rd , Chenango Forks, NY 13746",Municipal,1967,,,0%
Green Mansions Golf Club,"207 Darrowsville Rd , Chestertown, NY 12817, Warren County",Public,1930,,,0%
The Ridge Golf Club,"1281 Salt Springs Rd, Chittenango, NY 13037, Madison County",Semi-Private,1969,,,0%
Woodcrest Golf Club,"6200 Cheese Factory Rd , Chittenango, NY 13037",Public,1991,,,0%
East at Churchville Park Golf Course,"643 Kendall Rd, Churchville, NY 14428, Monroe County",Public/Municipal,2003,4,26 out of 28 reviews,92.90%
Mill Creek Golf Club,"128 Cedars Ave, Churchville, New York 14428, Monroe County",Public,2004,4.4,108 out of 119 reviews,90.00%
Par-3 at Mill Creek Golf Club,"128 Cedars Ave, Churchville, New York 14428, Monroe County",Public,1999,4.4,108 out of 119 reviews,90.00%
South at Churchville Park Golf Course,"643 Kendall Rd, Churchville, NY 14428, Monroe County",Public/Municipal,1932,4,26 out of 28 reviews,92.90%
West at Churchville Park Golf Course,"643 Kendall Rd, Churchville, NY 14428, Monroe County",Public/Municipal,1932,4,26 out of 28 reviews,92.90%
Lake Shore Yacht & Country Club,"6777 Lakeshore Rd , Cicero, NY 13039",Private,1928,,,0%
Northern Pines Golf Club,"6722 Rt. 31, Cicero, NY 13039",Public,1972,3.9,21 out of 24 reviews,87.50%
Knickerbocker Country Club,"5471 Telephone Rd , Cincinnatus, NY 13040, Cortland County",Public,1960,,,0%
Brookfield Country Club,"5120 Shimerville Rd, Clarence, New York 14031, Erie County",Private,1927,5,1 out of 1 reviews,100.00%
Greenwood Golf Course,"8499 Northfield Rd, Clarence Center, NY 14032, Erie County",Public,1966,3,1 out of 1 reviews,100.00%
Columbia Golf & Country Club,"295 Route 217 , Claverack, NY 12513, Columbia County",Private,1919,4.5,4 out of 4 reviews,100.00%
C-Way Golf Club,"37067 NYS Route 12, Clayton, NY 13624, Jefferson County",Public/Resort,1964,5,2 out of 2 reviews,100.00%
